sampleID_FIELD	trapID	sampleID_LAB	biomass_grams	placing_user	placing_time	placing_date	collecting_user	collecting_time	collecting_date	duration_min	trap_condition_collection	processing_group	sample_accession_ENA	sample_status
SBCKZH	TK4SS2	L105464	2.0824	Bekopaka	11:45:39_AM	18/12/2019	Bekopaka	12:00:00_PM	25/12/2019	10094	good	Sweden	ERS16375844	sample processed and sequenced
SMQXLW	TPQKYN	L105465	14.1664	Marontandrano	01:43:00_PM	11/3/2020	Marontandrano	12:00:00_PM	18/3/2020	9977	good	Sweden	ERS16376110	sample processed and sequenced
SKSKUM	TR4LDL	L105466	4.6174	Mahavavy	03:05:07_AM	4/3/2020	Mahavavy	11:50:00_AM	11/3/2020	10605	good	Sweden	ERS16376069	sample processed and sequenced
SMTMRU	TQCQRI	L105467	8.26555	Ankarafantsika	02:56:00_AM	12/2/2020	Ankarafantsika	06:58:34_AM	19/2/2020	10323	good	Sweden	ERS16376117	sample processed and sequenced
SWXPBP	TQCQRI	L105468	3.35555	Ankarafantsika	10:07:36_AM	22/4/2020	Ankarafantsika	08:35:25_AM	29/4/2020	9988	good	Sweden	ERS16376335	sample processed and sequenced
SIJ83F	TB43DA	L105469	1.92455	Ranomafana	07:40:17_AM	17/6/2020	Ranomafana	07:50:43_AM	24/6/2020	10090	good	Sweden	ERS16376015	sample processed and sequenced
SM21Q2	TB43DA	L105470	1.66755	Ranomafana	12:38:53_PM	20/5/2020	Ranomafana	09:18:21_AM	27/5/2020	9879	good	Sweden	ERS16376097	sample processed and sequenced
SFFY9U	TB43DA	L105471	1.00455	Ranomafana	03:25:00_PM	1/7/2020	Ranomafana	08:19:24_AM	8/7/2020	9654	good	Sweden	ERS16375951	sample processed and sequenced
SDE4KN	TUH8A4	L105475	12.53155	Ankarafantsika	12:00:00_PM	26/2/2020	Ankarafantsika	05:51:00_PM	4/3/2020	10431	good	Sweden	ERS16375904	sample processed and sequenced
SECTYL	TNQVM4	L105486	5.5714	Masoala	11:15:00_AM	15/7/2020	Masoala	10:10:00_AM	22/7/2020	10015	good	Sweden	ERS16375924	sample processed and sequenced
SNFRCV	TQKQRH	L105487	3.4094	Masoala	03:09:00_PM	26/2/2020	Masoala	02:46:00_PM	4/3/2020	10057	good	Sweden	ERS16376126	sample processed and sequenced
STDFZZ	TB43DA	L105476	1.36055	Ranomafana	08:37:36_AM	6/5/2020	Ranomafana	08:10:33_AM	13/5/2020	10053	good	Sweden	ERS16376246	sample processed and sequenced
SMRG8N	TB43DA	L105477	2.09155	Ranomafana	09:18:52_AM	27/5/2020	Ranomafana	06:53:55_AM	3/6/2020	9935	good	Sweden	ERS16376112	sample processed and sequenced
SWVSIS	TB43DA	L105478	1.63255	Ranomafana	09:25:56_AM	22/7/2020	Ranomafana	08:56:42_AM	29/7/2020	10051	good	Sweden	ERS16376334	sample processed and sequenced
S4H9ZJ	TQCQRI	L105479	1.89155	Ankarafantsika	09:51:00_AM	29/7/2020	Ankarafantsika	09:02:00_AM	5/8/2020	10031	good	Sweden	ERS16375749	sample processed and sequenced
S7JZAJ	TB43DA	L105480	1.12255	Ranomafana	09:17:53_AM	29/4/2020	Ranomafana	08:36:49_AM	6/5/2020	10039	good	Sweden	ERS16375782	sample processed and sequenced
SWUZUG	TXS3QU	L105481	1.11755	Marojejy	03:23:00_PM	15/7/2020	Marojejy	03:22:00_PM	22/7/2020	10079	good	Sweden	ERS16376333	sample processed and sequenced
SVGACR	TFWNLD	L105482	5.48655	Ankarafantsika	10:36:35_AM	22/4/2020	Ankarafantsika	08:59:18_AM	29/4/2020	9983	good	Sweden	ERS16376285	sample processed and sequenced
SRT4Q2	TUAPDE	L105488	2.0014	Montagne_d'Ambre	07:43:38_PM	29/1/2020	Montagne_d'Ambre	08:37:28_PM	5/2/2020	10134	good	Sweden	ERS16376212	sample processed and sequenced
SST4HQ	TG1QMA	L105497	3.6224	Kirindy	06:48:17_PM	11/12/2019	Kirindy	01:17:20_AM	19/12/2019	10469	good	Sweden	ERS16376230	sample processed and sequenced
S6SXHB	TP2FUA	L105498	2.4504	Kirindy	08:53:04_PM	12/2/2020	Kirindy	04:47:19_PM	19/2/2020	9834	good	Sweden	ERS16375772	sample processed and sequenced
SYPVCA	TPQKYN	L105499	3.6624	Marontandrano	02:00:00_PM	8/1/2020	Marontandrano	02:00:00_PM	15/1/2020	10080	good	Sweden	ERS16376374	sample processed and sequenced
SCWNGW	TR4LDL	L105489	3.8924	Mahavavy	05:00:55_AM	4/12/2019	Mahavavy	02:47:23_AM	11/12/2019	9946	good	Sweden	ERS16375893	sample processed and sequenced
S8XCBZ	TFBCWJ	L105491	2.8194	Tsitongambarika	09:39:48_AM	30/1/2020	Tsitongambarika	01:59:48_PM	5/2/2020	8900	good	Sweden	ERS16375798	sample processed and sequenced
SJGJ1A	TIYMCS	L105492	4.9804	Zombitse	03:07:56_AM	12/2/2020	Zombitse	10:42:26_AM	19/2/2020	10534	good	Sweden	ERS16376036	sample processed and sequenced
SUKBJV	TRGIDB	L105493	2.0954	Mananara	05:29:00_PM	1/1/2020	Mananara	02:00:00_PM	8/1/2020	9871	good	Sweden	ERS16376264	sample processed and sequenced
SEPY23	TQKQRH	L105494	5.0794	Masoala	03:57:00_PM	1/1/2020	Masoala	02:00:00_PM	8/1/2020	9963	good	Sweden	ERS16375932	sample processed and sequenced
SBWKUM	TPSMAA	L105495	5.2884	Ambohitantely	04:28:00_PM	1/1/2020	Ambohitantely	07:20:06_AM	8/1/2020	9532	good	Sweden	ERS16375862	sample processed and sequenced
SGCZGJ	TRA8W1	L105496	4.3974	Marojejy	09:34:18_PM	18/12/2019	Marojejy	11:25:22_PM	25/12/2019	10191	good	Sweden	ERS16375973	sample processed and sequenced
SJJLQW	TRGIDB	L105500	3.0254	Mananara	10:00:00_AM	22/7/2020	Mananara	10:13:00_AM	29/7/2020	10093	good	Sweden	ERS16376039	sample processed and sequenced
S4XIGY	TFBCWJ	L105501	2.1404	Tsitongambarika	05:35:00_PM	27/5/2020	Tsitongambarika	05:20:00_PM	3/6/2020	10065	good	Sweden	ERS16375756	sample processed and sequenced
SX82ZK	TQCQRI	L105502	5.4614	Ankarafantsika	02:43:12_AM	8/1/2020	Ankarafantsika	04:10:35_AM	15/1/2020	10167	good	Sweden	ERS16376339	sample processed and sequenced
SDTBI6	TFWNLD	L105503	4.1494	Ankarafantsika	04:35:38_AM	15/1/2020	Ankarafantsika	07:03:14_AM	22/1/2020	10228	acceptable	Sweden	ERS16375914	sample processed and sequenced
SZDJCI	TFBCWJ	L105504	1.8564	Tsitongambarika	09:25:00_PM	22/7/2020	Tsitongambarika	10:00:00_PM	29/7/2020	10115	good	Sweden	ERS16376384	sample processed and sequenced
SYV6A2	TULADB	L105505	5.1604	Tsitongambarika	09:21:09_AM	28/8/2019	Tsitongambarika	12:53:04_PM	4/9/2019	10292	good	Sweden	ERS16376379	sample processed and sequenced
SABDKV	TFBCWJ	L105506	2.0964	Tsitongambarika	02:10:00_PM	6/5/2020	Tsitongambarika	10:15:00_PM	13/5/2020	10565	good	Sweden	ERS16375825	sample processed and sequenced
SE7TVJ	TKDVTA	L105507	1.5454	Tsitongambarika	05:40:00_PM	3/6/2020	Tsitongambarika	04:35:00_PM	10/6/2020	10015	good	Sweden	ERS16375921	sample processed and sequenced
SRPMBJ	TQCQRI	L105490	4.7	Ankarafantsika	12:00:05_PM	13/11/2019	Ankarafantsika	12:00:05_PM	20/11/2019	10080	good	Sweden	ERS16376412	sample processed and sequenced
SWP7UA	TNKTYG	L105508	1.6394	Montagne_d'Ambre	08:26:57_AM	29/4/2020	Montagne_d'Ambre	08:28:18_AM	6/5/2020	10081	poor	Sweden	ERS16376322	sample processed and sequenced
STBZF8	TDKTHY	L105517	7.2094	Maromizaha	05:08:08_AM	20/11/2019	Maromizaha	03:20:57_AM	27/11/2019	9973	good	Sweden	ERS16376243	sample processed and sequenced
SBNVGK	TULADB	L105518	0.9794	Tsitongambarika	03:20:00_PM	1/7/2020	Tsitongambarika	10:05:00_AM	8/7/2020	9765	good	Sweden	ERS16375854	sample processed and sequenced
S4UKNB	TQKQRH	L105519	5.0024	Masoala	12:00:00_PM	6/5/2020	Masoala	12:00:00_PM	13/5/2020	10080	good	Sweden	ERS16375754	sample processed and sequenced
SIIYSK	TR4LDL	L105509	2.8114	Mahavavy	02:33:24_AM	18/9/2019	Mahavavy	01:00:00_PM	25/9/2019	10707	good	Sweden	ERS16376014	sample processed and sequenced
SPXGBP	TULADB	L105510	1.0034	Tsitongambarika	05:15:00_PM	3/6/2020	Tsitongambarika	04:00:00_PM	10/6/2020	10005	good	Sweden	ERS16376163	sample processed and sequenced
SZVIU4	TXS3QU	L105511	3.8964	Marojejy	12:30:08_AM	9/1/2020	Marojejy	12:00:08_AM	16/1/2020	10050	good	Sweden	ERS16376406	sample processed and sequenced
SDAXZP	TQCQRI	L105512	5.0284	Ankarafantsika	06:18:41_AM	5/2/2020	Ankarafantsika	02:55:42_AM	12/2/2020	9877	good	Sweden	ERS16375902	sample processed and sequenced
SJMM1I	TULADB	L105513	0.7724	Tsitongambarika	06:05:00_PM	17/6/2020	Tsitongambarika	05:05:00_PM	24/6/2020	10020	good	Sweden	ERS16376041	sample processed and sequenced
SFHVLR	TDY8SA	L105514	0.8694	Anjozorobe	09:15:00_PM	22/7/2020	Anjozorobe	09:00:00_PM	29/7/2020	10065	good	Sweden	ERS16375954	sample processed and sequenced
SVUHVY	TNQVM4	L105515	2.5584	Masoala	01:53:00_PM	19/2/2020	Masoala	02:47:00_PM	26/2/2020	10134	good	Sweden	ERS16376307	sample processed and sequenced
SC4YGP	TK4SS2	L105516	0.5344	Bekopaka	10:09:51_AM	9/10/2019	Bekopaka	09:55:40_AM	16/10/2019	10066	good	Sweden	ERS16375866	sample processed and sequenced
SLGQER	TP2FUA	L105520	2.6454	Kirindy	02:34:35_AM	13/11/2019	Kirindy	08:23:57_PM	20/11/2019	11149	good	Sweden	ERS16376079	sample processed and sequenced
SME2DE	TXS3QU	L105529	3.2314	Marojejy	08:08:31_PM	11/9/2019	Marojejy	09:47:49_PM	18/9/2019	10179	good	Sweden	ERS16376101	sample processed and sequenced
ST6QEE	T6UDMB	L105530	2.1244	Mikea	04:15:49_AM	27/5/2020	Mikea	03:27:31_AM	3/6/2020	10032	good	Sweden	ERS16376239	sample processed and sequenced
SADRS9	TEYXBT	L105531	3.4014	Maromizaha	09:20:30_AM	20/5/2020	Maromizaha	03:55:00_PM	27/5/2020	10474	good	Sweden	ERS16375827	sample processed and sequenced
SAEIN4	TEGSKQ	L105521	1.6304	Ambatovy	05:10:00_PM	24/6/2020	Ambatovy	06:00:00_PM	1/7/2020	10130	good	Sweden	ERS16375828	sample processed and sequenced
S9ZE21	TQKQRH	L105522	5.9104	Masoala	02:00:00_PM	8/1/2020	Masoala	02:00:00_PM	15/1/2020	10080	good	Sweden	ERS16375812	sample processed and sequenced
SWCPC7	TQKQRH	L105523	1.5404	Masoala	04:28:00_PM	29/4/2020	Masoala	12:00:00_PM	6/5/2020	9812	good	Sweden	ERS16376312	sample processed and sequenced
SRQJDN	TNQVM4	L105524	0.7154	Masoala	01:00:00_PM	8/7/2020	Masoala	11:15:00_AM	15/7/2020	9975	good	Sweden	ERS16376207	sample processed and sequenced
SJEK72	TULADB	L105525	5.6734	Tsitongambarika	03:02:27_PM	11/9/2019	Tsitongambarika	02:03:20_PM	18/9/2019	10021	good	Sweden	ERS16376034	sample processed and sequenced
SAS72N	TIPGKX	L105528	2.1814	Cap_Sainte Marie	06:37:47_PM	1/1/2020	Cap_Sainte Marie	06:17:58_PM	8/1/2020	10060	poor	Sweden	ERS16375833	sample processed and sequenced
SAPZZC	TEE8KA	L105532	0.8664	Analalava	09:00:00_AM	14/8/2019	Analalava	02:21:29_PM	21/8/2019	10401	good	Sweden	ERS16375832	sample processed and sequenced
SA2K2I	TK1MIJ	L105541	3.1464	Daraina	12:00:05_PM	9/10/2019	Daraina	03:57:59_AM	16/10/2019	9598	good	Sweden	ERS16375815	sample processed and sequenced
SKUA1C	TN1QSL	L105542	2.8164	Baie	04:59:43_AM	9/10/2019	Baie	05:27:38_AM	16/10/2019	10108	good	Sweden	ERS16376071	sample processed and sequenced
SLXEQ5	T3JY78	L105543	2.3924	Tsimanampesotse	08:09:43_AM	20/5/2020	Tsimanampesotse	07:57:55_AM	27/5/2020	10068	good	Sweden	ERS16376095	sample processed and sequenced
SD2UEH	TIYMCS	L105533	4.8614	Zombitse	04:25:34_AM	4/3/2020	Zombitse	02:47:35_AM	11/3/2020	9982	good	Sweden	ERS16375897	sample processed and sequenced
SPRDPB	TRKQU5	L105534	2.1784	Ankarana	06:38:32_AM	22/4/2020	Ankarana	06:19:37_AM	29/4/2020	10061	good	Sweden	ERS16376155	sample processed and sequenced
SXJVDW	TB43DA	L105535	3.2684	Ranomafana	08:26:27_AM	21/8/2019	Ranomafana	08:50:22_AM	28/8/2019	10104	good	Sweden	ERS16376349	sample processed and sequenced
SSIWVE	T9VS8I	L105536	2.8334	Masoala	12:05:00_PM	27/5/2020	Masoala	07:10:00_PM	3/6/2020	10505	good	Sweden	ERS16376225	sample processed and sequenced
SLUIMA	TQCQRI	L105537	4.9954	Ankarafantsika	12:00:10_PM	20/11/2019	Ankarafantsika	02:31:20_AM	25/11/2019	6631	good	Sweden	ERS16376092	sample processed and sequenced
SFUMQU	TYBVPP	L105538	8.1804	Bezaha	06:59:28_PM	4/12/2019	Bezaha	07:31:30_PM	11/12/2019	10112	good	Sweden	ERS16375961	sample processed and sequenced
SEINXR	TUP4R5	L105539	5.8894	Tsimanampesotse	06:29:56_AM	4/12/2019	Tsimanampesotse	06:26:44_AM	11/12/2019	10077	poor	Sweden	ERS16375928	sample processed and sequenced
SCBQFK	TE8SYJ	L105540	3.0564	Tsimanampesotse	07:11:23_AM	29/1/2020	Tsimanampesotse	07:30:09_AM	5/2/2020	10099	poor	Sweden	ERS16375871	sample processed and sequenced
SA4PYG	TEYXBT	L105544	7.1254	Maromizaha	04:07:06_AM	4/12/2019	Maromizaha	08:59:50_AM	11/12/2019	10373	good	Sweden	ERS16375817	sample processed and sequenced
SX4H11	TKDVTA	L105553	1.9424	Tsitongambarika	01:37:19_PM	5/2/2020	Tsitongambarika	03:41:33_PM	12/2/2020	10204	good	Sweden	ERS16376337	sample processed and sequenced
SVMDZN	TR4LDL	L105554	2.4384	Mahavavy	09:56:00_AM	28/1/2020	Mahavavy	02:45:52_AM	5/2/2020	11090	good	Sweden	ERS16376298	sample processed and sequenced
SGBFCF	TKDVTA	L105555	1.2864	Tsitongambarika	11:05:00_AM	22/4/2020	Tsitongambarika	11:05:00_AM	29/4/2020	10080	good	Sweden	ERS16375970	sample processed and sequenced
SWRPQZ	TXS3QU	L105545	3.0944	Marojejy	12:08:52_AM	27/2/2020	Marojejy	11:52:16_PM	4/3/2020	10063	good	Sweden	ERS16376330	sample processed and sequenced
SDN87X	TAHDZD	L105546	1.0804	Marojejy	05:49:45_PM	11/9/2019	Marojejy	07:20:57_PM	18/9/2019	10171	good	Sweden	ERS16375911	sample processed and sequenced
S4PF9A	TDKTHY	L105547	3.1474	Maromizaha	05:24:16_AM	11/3/2020	Maromizaha	05:41:14_AM	18/3/2020	10097	good	Sweden	ERS16375752	sample processed and sequenced
SZ9YEK	T4ZF4M	L105548	3.6984	Isalo	02:33:24_PM	9/10/2019	Isalo	07:32:27_AM	16/10/2019	9659	good	Sweden	ERS16376383	sample processed and sequenced
SXYRBC	TNQVM4	L105549	3.2794	Masoala	03:27:19_AM	7/8/2019	Masoala	03:35:04_AM	14/8/2019	10088	good	Sweden	ERS16376358	sample processed and sequenced
SSTEDN	TDY8SA	L105550	4.0004	Anjozorobe	08:10:00_AM	26/2/2020	Anjozorobe	09:05:00_AM	4/3/2020	10135	good	Sweden	ERS16376232	sample processed and sequenced
SJR32A	TTFJBN	L105551	5.1264	Maromizaha	08:52:27_AM	11/12/2019	Maromizaha	03:51:16_AM	18/12/2019	9779	good	Sweden	ERS16376044	sample processed and sequenced
SPFQ7E	THGFVB	L105552	1.5994	Mahabo	10:02:06_AM	29/1/2020	Mahabo	11:04:38_AM	5/2/2020	10143	acceptable	Sweden	ERS16376150	sample processed and sequenced
SP534T	TKDVTA	L105556	1.1444	Tsitongambarika	08:19:42_AM	26/2/2020	Tsitongambarika	12:00:00_AM	5/3/2020	11020	good	Sweden	ERS16376140	sample processed and sequenced
SCMKNU	TG6SK4	L105565	2.2814	Lokobe	08:09:01_AM	1/4/2020	Lokobe	09:06:24_AM	8/4/2020	10137	good	Sweden	ERS16375883	sample processed and sequenced
SHFSE2	TFWNLD	L105566	15.8234	Ankarafantsika	03:10:24_AM	8/1/2020	Ankarafantsika	04:35:21_AM	15/1/2020	10165	good	Sweden	ERS16375992	sample processed and sequenced
SFHT1A	TR4LDL	L105567	4.9334	Mahavavy	02:47:44_AM	11/12/2019	Mahavavy	02:27:50_AM	18/12/2019	10060	good	Sweden	ERS16375953	sample processed and sequenced
SAP3IV	TDY8SA	L105557	0.3274	Anjozorobe	07:31:59_AM	21/8/2019	Anjozorobe	12:53:39_PM	28/8/2019	10402	good	Sweden	ERS16375831	sample processed and sequenced
SDAJML	TNQVM4	L105558	2.9314	Masoala	03:41:44_AM	4/9/2019	Masoala	03:16:01_AM	11/9/2019	10054	good	Sweden	ERS16375900	sample processed and sequenced
SZDWKP	THGFVB	L105559	4.5524	Mahabo	12:10:00_PM	18/12/2019	Mahabo	12:00:00_PM	25/12/2019	10070	good	Sweden	ERS16376385	sample processed and sequenced
SXEVMP	TKDVTA	L105560	1.0514	Tsitongambarika	12:35:00_PM	20/5/2020	Tsitongambarika	05:40:00_PM	27/5/2020	10385	good	Sweden	ERS16376344	sample processed and sequenced
SGWWDN	TFBCWJ	L105561	1.8364	Tsitongambarika	12:20:00_AM	21/5/2020	Tsitongambarika	05:30:00_PM	27/5/2020	9670	good	Sweden	ERS16375980	sample processed and sequenced
SAYBVA	TQKQRH	L105562	2.0614	Masoala	12:15:00_PM	27/5/2020	Masoala	07:18:00_PM	3/6/2020	10503	good	Sweden	ERS16375837	sample processed and sequenced
S6VQPD	TUH8A4	L105563	13.5204	Ankarafantsika	12:00:00_PM	20/11/2019	Ankarafantsika	02:10:54_AM	27/11/2019	9491	good	Sweden	ERS16375775	sample processed and sequenced
SKFWKP	TPSMAA	L105564	2.3384	Ambohitantely	05:39:38_AM	16/10/2019	Ambohitantely	09:05:29_AM	23/10/2019	10286	good	Sweden	ERS16376062	sample processed and sequenced
S1U4J5	TDKTHY	L105577	0.7134	Maromizaha	10:30:29_AM	14/8/2019	Maromizaha	08:18:28_AM	21/8/2019	9948	good	Sweden	ERS16375722	sample processed and sequenced
SVDNHJ	TE8SYJ	L105578	1.9864	Tsimanampesotse	07:57:55_AM	22/4/2020	Tsimanampesotse	08:34:02_AM	29/4/2020	10116	good	Sweden	ERS16376283	sample processed and sequenced
SFY4M2	TZJWN3	L105579	3.2414	Betampona	03:19:37_AM	9/10/2019	Betampona	03:28:53_AM	16/10/2019	10089	good	Sweden	ERS16375965	sample processed and sequenced
SZ3ZV9	TZJWN3	L105570	3.8384	Betampona	03:21:22_AM	4/12/2019	Betampona	03:25:44_AM	11/12/2019	10084	good	Sweden	ERS16376381	sample processed and sequenced
S559WF	TDKTHY	L105571	2.1134	Maromizaha	09:38:50_AM	20/5/2020	Maromizaha	04:35:00_PM	27/5/2020	10496	good	Sweden	ERS16375758	sample processed and sequenced
SCQSZ3	TYBVPP	L105572	5.8984	Bezaha	02:36:39_AM	12/9/2019	Bezaha	12:27:06_AM	19/9/2019	9950	good	Sweden	ERS16375887	sample processed and sequenced
SE4I8Z	TGRG5T	L105573	2.7394	Andohahela	05:29:39_AM	11/9/2019	Andohahela	06:30:15_AM	18/9/2019	10141	good	Sweden	ERS16375918	sample processed and sequenced
SFBEZU	TIYMCS	L105574	5.4694	Zombitse	12:05:37_PM	4/12/2019	Zombitse	02:44:06_AM	11/12/2019	9518	good	Sweden	ERS16375947	sample processed and sequenced
SJKIBJ	THGFVB	L105575	2.5674	Mahabo	09:45:00_AM	4/12/2019	Mahabo	12:10:00_PM	11/12/2019	10225	good	Sweden	ERS16376040	sample processed and sequenced
SRHQXC	T6UDMB	L105576	1.7304	Mikea	12:01:00_PM	11/9/2019	Mikea	05:08:03_AM	18/9/2019	9667	good	Sweden	ERS16376201	sample processed and sequenced
SJGUGC	TAVVN5	L105580	1.1424	Montagne_d'Ambre	08:34:45_PM	15/1/2020	Montagne_d'Ambre	07:21:01_PM	22/1/2020	10006	good	Sweden	ERS16376037	sample processed and sequenced
S5WKRT	TN1QSL	L105589	1.3984	Baie	03:06:31_AM	6/11/2019	Baie	05:40:19_AM	13/11/2019	10234	good	Sweden	ERS16375768	sample processed and sequenced
SQSWHM	TAVVN5	L105590	2.4574	Montagne_d'Ambre	10:23:15_AM	15/7/2020	Montagne_d'Ambre	08:42:35_AM	22/7/2020	9979	acceptable	Sweden	ERS16376184	sample processed and sequenced
S2WHFM	TIPGKX	L105591	1.6814	Cap_Sainte Marie	07:10:00_PM	17/6/2020	Cap_Sainte Marie	05:05:00_PM	24/6/2020	9955	good	Sweden	ERS16375733	sample processed and sequenced
SJSKCS	TXS3QU	L105581	1.2484	Marojejy	01:18:00_PM	17/6/2020	Marojejy	06:14:00_PM	24/6/2020	10376	good	Sweden	ERS16376045	sample processed and sequenced
SPXNLR	TN1QSL	L105582	4.6034	Baie	04:54:01_AM	25/3/2020	Baie	05:05:04_AM	1/4/2020	10091	good	Sweden	ERS16376164	sample processed and sequenced
S3XVIC	TEE8KA	L105583	2.4494	Analalava	08:54:58_AM	25/3/2020	Analalava	09:36:55_AM	1/4/2020	10122	acceptable	Sweden	ERS16375744	sample processed and sequenced
SK9PAV	TAHDZD	L105584	1.6534	Marojejy	06:59:22_PM	6/11/2019	Marojejy	07:55:18_PM	13/11/2019	10136	good	Sweden	ERS16376056	sample processed and sequenced
SYJCE2	TNKTYG	L105585	2.2374	Montagne_d'Ambre	05:31:42_PM	14/8/2019	Montagne_d'Ambre	07:55:52_PM	21/8/2019	10224	good	Sweden	ERS16376370	sample processed and sequenced
SBC8QU	TIPGKX	L105586	2.5014	Cap_Sainte Marie	05:18:04_PM	4/12/2019	Cap_Sainte Marie	03:06:18_PM	11/12/2019	9948	good	Sweden	ERS16375843	sample processed and sequenced
SZNHU4	TYBVPP	L105587	3.8514	Bezaha	02:30:04_PM	22/4/2020	Bezaha	04:05:00_PM	29/4/2020	10175	good	Sweden	ERS16376397	sample processed and sequenced
SSTNAR	T3JY78	L105588	3.0894	Tsimanampesotse	07:51:26_AM	9/10/2019	Tsimanampesotse	06:40:17_AM	16/10/2019	10009	good	Sweden	ERS16376233	sample processed and sequenced
SXN7B6	TXS3QU	L105592	4.7274	Marojejy	11:49:45_PM	4/12/2019	Marojejy	12:29:57_AM	12/12/2019	10120	good	Sweden	ERS16376350	sample processed and sequenced
SPUCEI	TGRG5T	L105593	1.2724	Andohahela	09:59:01_AM	14/8/2019	Andohahela	06:37:02_AM	21/8/2019	9878	good	Sweden	ERS16376159	sample processed and sequenced
SNZSZZ	TK1MIJ	L105594	5.6044	Daraina	07:48:31_AM	4/12/2019	Daraina	11:55:19_AM	11/12/2019	10327	good	Sweden	ERS16376139	sample processed and sequenced
STDEZ1	TIPGKX	L105595	2.3344	Cap_Sainte Marie	04:15:44_PM	4/9/2019	Cap_Sainte Marie	05:15:03_PM	18/9/2019	20219	good	Sweden	ERS16376245	sample processed and sequenced
S9J8DX	T3JY78	L105596	1.5964	Tsimanampesotse	07:01:15_AM	1/1/2020	Tsimanampesotse	12:30:00_PM	8/1/2020	10409	good	Sweden	ERS16375804	sample processed and sequenced
S1IVR9	TAVVN5	L105597	2.0494	Montagne_d'Ambre	05:22:29_PM	14/8/2019	Montagne_d'Ambre	07:47:37_PM	21/8/2019	10225	good	Sweden	ERS16375719	sample processed and sequenced
SH8I8N	TYBVPP	L105598	2.7134	Bezaha	11:10:00_AM	15/7/2020	Bezaha	10:05:00_PM	22/7/2020	10735	poor	Sweden	ERS16375985	sample processed and sequenced
SKAXXE	T3JY78	L105599	2.3064	Tsimanampesotse	08:26:11_AM	25/3/2020	Tsimanampesotse	07:17:46_AM	1/4/2020	10012	good	Sweden	ERS16376058	sample processed and sequenced
SIW3QW	TTFJBN	L105600	6.8114	Maromizaha	03:51:16_AM	26/2/2020	Maromizaha	04:25:21_AM	4/3/2020	10114	good	Sweden	ERS16376661	sample processed and sequenced
SKAJLX	TGRG5T	L105609	1.3224	Andohahela	05:27:53_AM	9/10/2019	Andohahela	05:59:45_AM	16/10/2019	10112	good	Sweden	ERS16376690	sample processed and sequenced
SXMZ6R	TAVVN5	L105601	1.3384	Montagne_d'Ambre	02:55:25_PM	20/5/2020	Montagne_d'Ambre	09:16:20_AM	27/5/2020	9741	poor	Sweden	ERS16376905	sample processed and sequenced
SWCGXP	T3JY78	L105602	4.3544	Tsimanampesotse	07:00:00_PM	29/1/2020	Tsimanampesotse	07:43:23_AM	5/2/2020	9403	good	Sweden	ERS16376879	sample processed and sequenced
SVVWHK	TN1QSL	L105603	4.2854	Baie	03:32:11_AM	29/1/2020	Baie	04:39:02_AM	5/2/2020	10147	good	Sweden	ERS16376872	sample processed and sequenced
SX8AFQ	T6UDMB	L105604	2.4334	Mikea	02:59:14_AM	20/5/2020	Mikea	04:16:10_AM	27/5/2020	10157	good	Sweden	ERS16376896	sample processed and sequenced
SVUHWL	TB43DA	L105605	1.4704	Ranomafana	07:22:31_AM	26/2/2020	Ranomafana	07:07:55_AM	4/3/2020	10065	good	Sweden	ERS16376870	sample processed and sequenced
SCDASL	TYBVPP	L105606	4.8654	Bezaha	08:10:00_AM	20/5/2020	Bezaha	05:05:00_PM	27/5/2020	10615	good	Sweden	ERS16376546	sample processed and sequenced
S2VFAZ	TTFJBN	L105607	6.7954	Maromizaha	03:49:41_AM	4/12/2019	Maromizaha	08:52:08_AM	11/12/2019	10382	good	Sweden	ERS16376433	sample processed and sequenced
SBL8CX	T6UDMB	L105608	2.5914	Mikea	05:01:39_AM	9/10/2019	Mikea	06:00:11_AM	16/10/2019	10139	good	Sweden	ERS16376532	sample processed and sequenced
SKWNZH	TQKQRH	L105612	1.7054	Masoala	11:30:00_AM	15/7/2020	Masoala	11:02:00_AM	22/7/2020	10052	good	Sweden	ERS16376701	sample processed and sequenced
S4DBGZ	TGRG5T	L105622	3.4564	Andohahela	03:53:23_AM	22/4/2020	Andohahela	03:28:28_AM	29/4/2020	10055	good	Sweden	ERS16376447	sample processed and sequenced
SG7LXE	T6UDMB	L105623	1.6064	Mikea	02:57:25_AM	15/7/2020	Mikea	04:03:18_AM	23/7/2020	11586	good	Sweden	ERS16376609	sample processed and sequenced
SJNTYN	TRGIDB	L105613	0.7904	Mananara	01:00:00_PM	17/6/2020	Mananara	11:00:00_AM	24/6/2020	9960	good	Sweden	ERS16376678	sample processed and sequenced
SVDQ7J	TPQKYN	L105614	4.0324	Marontandrano	11:55:00_AM	9/10/2019	Marontandrano	02:05:00_PM	16/10/2019	10210	NA	Sweden	ERS16376863	sample processed and sequenced
SQ3TM6	TPQKYN	L105615	1.5974	Marontandrano	02:00:00_PM	29/1/2020	Marontandrano	02:00:00_PM	5/2/2020	10080	good	Sweden	ERS16376777	sample processed and sequenced
