	sampleID_HISTORICAL	sampleID_FIELD	sampleID_LAB	dataset	lab_sample_type	country	biological_spikes	artificial_spikes	sample_metadata_file	lysate_rack_ID	lysate_well_ID	dna_plate_ID	dna_plate_well_ID	sequencing_batch	sequencing_batch_NGI	notes_sequencing	study_accession_ENA	sample_accession_ENA	experiment_accession_ENA	run_accession_ENA	RC	Mreads	>=Q30
P27361_1388	FL072_L105879	SCKELC	L105879	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL072	A4	3000491391.0	A4	batch16	P27361	sequencing successfull	PRJEB61109	ERS16376550	ERX11437112	ERR12053891	0.23	80.91	
P27361_1389	FL072_L105880	SAIW6T	L105880	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL072	A5	3000491391.0	A5	batch16	P27361	sequencing successfull	PRJEB61109	ERS16376510	ERX11437113	ERR12053892	0.81	81.19	
P27361_1390	FL072_L105881	SU2AHW	L105881	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL072	A6	3000491391.0	A6	batch16	P27361	sequencing successfull	PRJEB61109	ERS16376839	ERX11437114	ERR12053893	0.25	81.01	
P27361_1391	FL072_L105882		L105882	CO1_lysate_2019_MG	buffer_blank	Madagascar	False	False		FL072	A7	3000491391.0	A7	batch16	P27361	sequencing successfull	PRJEB61109	ERS16376988	ERX11437115	ERR12053894	0.0	77.83	
P27361_1392	FL072_L105883		L105883	CO1_lysate_2019_MG	mock_sample	Madagascar	True	False		FL072	A8	3000491391.0	A8	batch16	P27361	sequencing successfull	PRJEB61109	ERS16377066	ERX11437116	ERR12053895	0.98	81.0	
P27361_1393	FL072_L105884	SH1R5I	L105884	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL072	A9	3000491391.0	A9	batch16	P27361	sequencing successfull	PRJEB61109	ERS16376628	ERX11437117	ERR12053896	0.62	80.72	
P27361_1394	FL072_L105885	SQEJV4	L105885	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL072	A10	3000491391.0	A10	batch16	P27361	sequencing successfull	PRJEB61109	ERS16376785	ERX11437118	ERR12053897	0.69	80.61	
P27361_1395	FL072_L105886	SHBW4D	L105886	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL072	A11	3000491391.0	A11	batch16	P27361	sequencing successfull	PRJEB61109	ERS16376632	ERX11437119	ERR12053898	0.45	79.7	
P27361_1396	FL072_L105887	S6IFWJ	L105887	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL072	A12	3000491391.0	A12	batch16	P27361	sequencing successfull	PRJEB61109	ERS16376465	ERX11437120	ERR12053899	0.94	81.49	
P27361_1397	FL072_L105888	SH18RP	L105888	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL072	B1	3000491391.0	B1	batch16	P27361	sequencing successfull	PRJEB61109	ERS16376627	ERX11437121	ERR12053900	1.0	79.99	
P27361_1398	FL072_L105889	SH4QNF	L105889	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL072	B2	3000491391.0	B2	batch16	P27361	sequencing successfull	PRJEB61109	ERS16376630	ERX11437122	ERR12053901	2.97	80.52	
P27361_1399	FL072_L105890	SLGZLJ	L105890	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL072	B3	3000491391.0	B3	batch16	P27361	sequencing successfull	PRJEB61109	ERS16376712	ERX11437123	ERR12053902	0.33	80.34	
P27361_1400	FL072_L105891	S8NDQ7	L105891	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL072	B4	3000491391.0	B4	batch16	P27361	sequencing successfull	PRJEB61109	ERS16376489	ERX11437124	ERR12053903	0.3	81.06	
P27361_1401	FL072_L105892	SRG46N	L105892	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL072	B5	3000491391.0	B5	batch16	P27361	sequencing successfull	PRJEB61109	ERS16376799	ERX11437125	ERR12053904	0.67	80.32	
P27361_1402	FL072_L105893	SJDQAJ	L105893	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL072	B6	3000491391.0	B6	batch16	P27361	sequencing successfull	PRJEB61109	ERS16376670	ERX11437126	ERR12053905	0.18	79.56	
P27361_1403	FL072_L105894	SMGGJQ	L105894	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL072	B7	3000491391.0	B7	batch16	P27361	sequencing successfull	PRJEB61109	ERS16376734	ERX11437127	ERR12053906	0.84	79.97	
P27361_1404	FL072_L105895	SFBK5B	L105895	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL072	B8	3000491391.0	B8	batch16	P27361	sequencing successfull	PRJEB61109	ERS16376589	ERX11437128	ERR12053907	1.46	80.34	
P27361_1405	FL072_L105896	SLCHPG	L105896	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL072	B9	3000491391.0	B9	batch16	P27361	sequencing successfull	PRJEB61109	ERS16376709	ERX11437129	ERR12053908	0.7	79.65	
P27361_1406	FL072_L105897	S24ZH2	L105897	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL072	B10	3000491391.0	B10	batch16	P27361	sequencing successfull	PRJEB61109	ERS16376425	ERX11437130	ERR12053909	1.54	80.47	
P27361_1407	FL072_L105898	S3YFXX	L105898	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL072	B11	3000491391.0	B11	batch16	P27361	sequencing successfull	PRJEB61109	ERS16376441	ERX11437131	ERR12053910	0.65	81.44	
P27361_1408	FL072_L105899	SLNI35	L105899	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL072	B12	3000491391.0	B12	batch16	P27361	sequencing successfull	PRJEB61109	ERS16376717	ERX11437132	ERR12053911	0.37	79.37	
P27361_1409	FL072_L105900	SCXGAG	L105900	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL072	C1	3000491391.0	C1	batch16	P27361	sequencing successfull	PRJEB61109	ERS16376553	ERX11437133	ERR12053912	0.98	80.21	
P27361_1410	FL072_L105901	S1IHER	L105901	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL072	C2	3000491391.0	C2	batch16	P27361	sequencing successfull	PRJEB61109	ERS16376414	ERX11437134	ERR12053913	0.6	80.24	
P27361_1411	FL072_L105902	SBJPNB	L105902	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL072	C3	3000491391.0	C3	batch16	P27361	sequencing successfull	PRJEB61109	ERS16376531	ERX11437135	ERR12053914	1.14	79.14	
P27361_1412	FL072_L105903	SMNIZM	L105903	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL072	C4	3000491391.0	C4	batch16	P27361	sequencing successfull	PRJEB61109	ERS16376742	ERX11437136	ERR12053915	1.6	80.57	
P27361_1413	FL072_L105904	SQBWVJ	L105904	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL072	C5	3000491391.0	C5	batch16	P27361	sequencing successfull	PRJEB61109	ERS16376784	ERX11437137	ERR12053916	0.81	80.66	
P27361_1414	FL072_L105905	SQ4RUX	L105905	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL072	C6	3000491391.0	C6	batch16	P27361	sequencing successfull	PRJEB61109	ERS16376778	ERX11437138	ERR12053917	0.62	80.34	
P27361_1415	FL072_L105906	SXRGMP	L105906	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL072	C7	3000491391.0	C7	batch16	P27361	sequencing successfull	PRJEB61109	ERS16376907	ERX11437139	ERR12053918	1.47	81.17	
P27361_1416	FL072_L105907	S2QNKM	L105907	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL072	C8	3000491391.0	C8	batch16	P27361	sequencing successfull	PRJEB61109	ERS16376431	ERX11437140	ERR12053919	1.45	79.56	
P27361_1417	FL072_L105908	S8VHAP	L105908	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL072	C9	3000491391.0	C9	batch16	P27361	sequencing successfull	PRJEB61109	ERS16376492	ERX11437141	ERR12053920	0.98	79.17	
P27361_1418	FL072_L105909	SYFDNX	L105909	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL072	C10	3000491391.0	C10	batch16	P27361	sequencing successfull	PRJEB61109	ERS16376918	ERX11437142	ERR12053921	0.71	80.33	
P27361_1419	FL072_L105910	S1KHKE	L105910	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL072	C11	3000491391.0	C11	batch16	P27361	sequencing successfull	PRJEB61109	ERS16376417	ERX11437143	ERR12053922	0.58	79.82	
P27361_1420	FL072_L105911	S6FQU8	L105911	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL072	C12	3000491391.0	C12	batch16	P27361	sequencing successfull	PRJEB61109	ERS16376464	ERX11437144	ERR12053923	1.56	79.18	
P27361_1421	FL072_L105912	S4P8NL	L105912	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL072	D1	3000491391.0	D1	batch16	P27361	sequencing successfull	PRJEB61109	ERS16376451	ERX11437145	ERR12053924	0.95	80.95	
P27361_1422	FL072_L105913	S2ZNJ5	L105913	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL072	D2	3000491391.0	D2	batch16	P27361	sequencing successfull	PRJEB61109	ERS16376435	ERX11437146	ERR12053925	0.51	79.6	
P27361_1423	FL072_L105914	SZ2WRM	L105914	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL072	D3	3000491391.0	D3	batch16	P27361	sequencing successfull	PRJEB61109	ERS16376925	ERX11437147	ERR12053926	0.97	80.74	
P27361_1424	FL072_L105915	SJQES9	L105915	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL072	D4	3000491391.0	D4	batch16	P27361	sequencing successfull	PRJEB61109	ERS16376680	ERX11437148	ERR12053927	0.17	81.95	
P27361_1425	FL072_L105916	S41GIP	L105916	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL072	D5	3000491391.0	D5	batch16	P27361	sequencing successfull	PRJEB61109	ERS16376442	ERX11437149	ERR12053928	1.73	81.28	
P27361_1426	FL072_L105917	SZX9UD	L105917	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL072	D6	3000491391.0	D6	batch16	P27361	sequencing successfull	PRJEB61109	ERS16376933	ERX11437150	ERR12053929	1.13	80.66	
P27361_1427	FL072_L105918	SUY2XK	L105918	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL072	D7	3000491391.0	D7	batch16	P27361	sequencing successfull	PRJEB61109	ERS16376855	ERX11437151	ERR12053930	0.36	80.6	
P27361_1428	FL072_L105919	SU73MJ	L105919	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL072	D8	3000491391.0	D8	batch16	P27361	sequencing successfull	PRJEB61109	ERS16376841	ERX11437152	ERR12053931	1.27	81.42	
P27361_1429	FL072_L105920	SPKEBM	L105920	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL072	D9	3000491391.0	D9	batch16	P27361	sequencing successfull	PRJEB61109	ERS16376771	ERX11437153	ERR12053932	0.72	79.93	
P27361_1430	FL072_L105921	S9TJAI	L105921	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL072	D10	3000491391.0	D10	batch16	P27361	sequencing successfull	PRJEB61109	ERS16376502	ERX11437154	ERR12053933	0.62	79.96	
P27361_1431	FL072_L105922	SXVHXM	L105922	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL072	D11	3000491391.0	D11	batch16	P27361	sequencing successfull	PRJEB61109	ERS16376911	ERX11437155	ERR12053934	0.83	79.56	
P27361_1432	FL072_L105923	SLIL8Q	L105923	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL072	D12	3000491391.0	D12	batch16	P27361	sequencing successfull	PRJEB61109	ERS16376713	ERX11437156	ERR12053935	0.38	80.81	
P27361_1433	FL072_L105924		L105924	CO1_lysate_2019_MG	buffer_blank	Madagascar	False	False		FL072	E1	3000491391.0	E1	batch16	P27361	sequencing successfull	PRJEB61109	ERS16376989	ERX11437157	ERR12053936	0.0	81.92	
P27361_1434	FL072_L105925		L105925	CO1_lysate_2019_MG	mock_sample	Madagascar	True	False		FL072	E2	3000491391.0	E2	batch16	P27361	sequencing successfull	PRJEB61109	ERS16377067	ERX11437158	ERR12053937	0.65	81.65	
P27361_1435	FL072_L105926	SXGFW3	L105926	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL072	E3	3000491391.0	E3	batch16	P27361	sequencing successfull	PRJEB61109	ERS16376900	ERX11437159	ERR12053938	0.49	81.52	
P27361_1436	FL072_L105927	SN1VGQ	L105927	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL072	E4	3000491391.0	E4	batch16	P27361	sequencing successfull	PRJEB61109	ERS16376753	ERX11437160	ERR12053939	0.09	79.56	
P27361_1437	FL072_L105928	SZMD8P	L105928	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL072	E5	3000491391.0	E5	batch16	P27361	sequencing successfull	PRJEB61109	ERS16376930	ERX11437161	ERR12053940	0.75	79.38	
P27361_1438	FL072_L105929	SC9KGT	L105929	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL072	E6	3000491391.0	E6	batch16	P27361	sequencing successfull	PRJEB61109	ERS16376544	ERX11437162	ERR12053941	0.52	80.47	
P27361_1439	FL072_L105930	SFXFTD	L105930	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL072	E7	3000491391.0	E7	batch16	P27361	sequencing successfull	PRJEB61109	ERS16376602	ERX11437163	ERR12053942	0.5	81.1	
P27361_1440	FL072_L105931	SAR37U	L105931	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL072	E8	3000491391.0	E8	batch16	P27361	sequencing successfull	PRJEB61109	ERS16376517	ERX11437164	ERR12053943	0.36	79.89	
P27361_1441	FL072_L105932	SHQLDM	L105932	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL072	E9	3000491391.0	E9	batch16	P27361	sequencing successfull	PRJEB61109	ERS16376644	ERX11437165	ERR12053944	0.42	80.6	
P27361_1442	FL072_L105933	S8RKFL	L105933	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL072	E10	3000491391.0	E10	batch16	P27361	sequencing successfull	PRJEB61109	ERS16376490	ERX11437166	ERR12053945	0.69	79.24	
P27361_1443	FL072_L105934	STJMXI	L105934	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL072	E11	3000491391.0	E11	batch16	P27361	sequencing successfull	PRJEB61109	ERS16376829	ERX11437167	ERR12053946	0.24	80.58	
P27361_1444	FL072_L105935	SAZTMV	L105935	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL072	E12	3000491391.0	E12	batch16	P27361	sequencing successfull	PRJEB61109	ERS16376523	ERX11437168	ERR12053947	0.33	79.95	
P27361_1445	FL072_L105936	SUDVJU	L105936	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL072	F1	3000491391.0	F1	batch16	P27361	sequencing successfull	PRJEB61109	ERS16376846	ERX11437169	ERR12053948	0.53	80.87	
P27361_1446	FL072_L105937	SBCBCZ	L105937	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL072	F2	3000491391.0	F2	batch16	P27361	sequencing successfull	PRJEB61109	ERS16376529	ERX11437170	ERR12053949	0.39	79.02	
P27361_1447	FL072_L105938	SM7QSI	L105938	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL072	F3	3000491391.0	F3	batch16	P27361	sequencing successfull	PRJEB61109	ERS16376723	ERX11437171	ERR12053950	0.6	79.88	
P27361_1448	FL072_L105939	SMZSDX	L105939	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL072	F4	3000491391.0	F4	batch16	P27361	sequencing successfull	PRJEB61109	ERS16376752	ERX11437172	ERR12053951	0.37	80.17	
P27361_1449	FL072_L105940	SQTNWG	L105940	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL072	F5	3000491391.0	F5	batch16	P27361	sequencing successfull	PRJEB61109	ERS16376790	ERX11437173	ERR12053952	0.2	80.46	
P27361_1450	FL072_L105941	S8CGSA	L105941	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL072	F6	3000491391.0	F6	batch16	P27361	sequencing successfull	PRJEB61109	ERS16376485	ERX11437174	ERR12053953	0.75	81.54	
P27361_1451	FL072_L105942	SVKVY1	L105942	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL072	F7	3000491391.0	F7	batch16	P27361	sequencing successfull	PRJEB61109	ERS16376865	ERX11437175	ERR12053954	1.92	80.99	
P27361_1452	FL072_L105943	S9QVEV	L105943	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL072	F8	3000491391.0	F8	batch16	P27361	sequencing successfull	PRJEB61109	ERS16376501	ERX11437176	ERR12053955	1.53	81.65	
P27361_1453	FL072_L105944	SCHJGQ	L105944	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL072	F9	3000491391.0	F9	batch16	P27361	sequencing successfull	PRJEB61109	ERS16376548	ERX11437177	ERR12053956	1.53	79.98	
P27361_1454	FL072_L105945	SJVSRR	L105945	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL072	F10	3000491391.0	F10	batch16	P27361	sequencing successfull	PRJEB61109	ERS16376685	ERX11437178	ERR12053957	0.54	79.0	
P27361_1455	FL072_L105946	SBZPHD	L105946	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL072	F11	3000491391.0	F11	batch16	P27361	sequencing successfull	PRJEB61109	ERS16376541	ERX11437179	ERR12053958	0.86	80.12	
P27361_1456	FL072_L105947	S1WRE2	L105947	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL072	F12	3000491391.0	F12	batch16	P27361	sequencing successfull	PRJEB61109	ERS16376422	ERX11437180	ERR12053959	0.56	81.1	
P27361_1457	FL072_L105948	SIX9BY	L105948	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL072	G1	3000491391.0	G1	batch16	P27361	sequencing successfull	PRJEB61109	ERS16376664	ERX11437181	ERR12053960	0.13	81.34	
P27361_1458	FL072_L105949	SN5V2F	L105949	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL072	G2	3000491391.0	G2	batch16	P27361	sequencing successfull	PRJEB61109	ERS16376755	ERX11437182	ERR12053961	0.58	80.97	
P27361_1459	FL072_L105950	SN2FMD	L105950	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL072	G3	3000491391.0	G3	batch16	P27361	sequencing successfull	PRJEB61109	ERS16376754	ERX11437183	ERR12053962	2.76	79.99	
P27361_1460	FL072_L105951	SVXIE5	L105951	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL072	G4	3000491391.0	G4	batch16	P27361	sequencing successfull	PRJEB61109	ERS16376873	ERX11437184	ERR12053963	0.11	80.26	
P27361_1461	FL072_L105952	SI2KFN	L105952	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL072	G5	3000491391.0	G5	batch16	P27361	sequencing successfull	PRJEB61109	ERS16376648	ERX11437185	ERR12053964	1.9	81.43	
P27361_1462	FL072_L105953	SSXKJQ	L105953	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL072	G6	3000491391.0	G6	batch16	P27361	sequencing successfull	PRJEB61109	ERS16376821	ERX11437186	ERR12053965	0.96	78.69	
P27361_1463	FL072_L105954	SV9BAY	L105954	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL072	G7	3000491391.0	G7	batch16	P27361	sequencing successfull	PRJEB61109	ERS16376859	ERX11437187	ERR12053966	0.93	79.28	
P27361_1464	FL072_L105955	SYCJXK	L105955	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL072	G8	3000491391.0	G8	batch16	P27361	sequencing successfull	PRJEB61109	ERS16376915	ERX11437188	ERR12053967	0.88	80.05	
P27361_1465	FL072_L105956	SLNXET	L105956	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL072	G9	3000491391.0	G9	batch16	P27361	sequencing successfull	PRJEB61109	ERS16376718	ERX11437189	ERR12053968	0.64	81.64	
P27361_1466	FL072_L105957	SAKBB6	L105957	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL072	G10	3000491391.0	G10	batch16	P27361	sequencing successfull	PRJEB61109	ERS16376512	ERX11437190	ERR12053969	1.14	81.06	
P27361_1467	FL072_L105958	SANITT	L105958	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL072	G11	3000491391.0	G11	batch16	P27361	sequencing successfull	PRJEB61109	ERS16376515	ERX11437191	ERR12053970	0.32	80.44	
P27361_1468	FL072_L105959	STTATU	L105959	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL072	G12	3000491391.0	G12	batch16	P27361	sequencing successfull	PRJEB61109	ERS16376831	ERX11437192	ERR12053971	1.1	79.39	
P27361_1469	FL072_L105960	SAEBZT	L105960	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL072	H1	3000491391.0	H1	batch16	P27361	sequencing successfull	PRJEB61109	ERS16376505	ERX11437193	ERR12053972	0.98	79.72	
P27361_1470	FL072_L105961	SETFBY	L105961	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL072	H2	3000491391.0	H2	batch16	P27361	sequencing successfull	PRJEB61109	ERS16376582	ERX11437194	ERR12053973	0.1	79.8	
P27361_1471	FL072_L105962	S4SQNR	L105962	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL072	H3	3000491391.0	H3	batch16	P27361	sequencing successfull	PRJEB61109	ERS16376453	ERX11437195	ERR12053974	0.52	80.92	
P27361_1472	FL072_L105963	SHPQMN	L105963	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL072	H4	3000491391.0	H4	batch16	P27361	sequencing successfull	PRJEB61109	ERS16376642	ERX11437196	ERR12053975	0.35	80.92	
P27361_1473	FL072_L105964	SFPHPJ	L105964	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL072	H5	3000491391.0	H5	batch16	P27361	sequencing successfull	PRJEB61109	ERS16376596	ERX11437197	ERR12053976	1.11	80.56	
P27361_1474	FL072_L105965	SHPK48	L105965	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL072	H6	3000491391.0	H6	batch16	P27361	sequencing successfull	PRJEB61109	ERS16376641	ERX11437198	ERR12053977	0.52	79.42	
P27361_1475	FL072_L105966		L105966	CO1_lysate_2019_MG	buffer_blank	Madagascar	False	False		FL072	H7	3000491391.0	H7	batch16	P27361	sequencing successfull	PRJEB61109	ERS16376990	ERX11437199	ERR12053978	0.0	80.82	
P27361_1476	FL072_L105967		L105967	CO1_lysate_2019_MG	mock_sample	Madagascar	True	False		FL072	H8	3000491391.0	H8	batch16	P27361	sequencing successfull	PRJEB61109	ERS16377068	ERX11437200	ERR12053979	0.67	80.71	
